# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
18

# DegenGeom Type, Name, SurfNdx, GeomID, MainSurfNdx, SymCopyNdx, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
LIFTING_SURFACE,main_wing,0,TBIGCJDBBF,0,0,1,1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 2.999999999999999889e-01, 0.000000000000000000e+00, 5.000000000000000278e-02, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,11,33
# x,y,z,u,w
3.219239643619699054e-01, 2.799999999999999017e-02, 5.923652431826947895e-02, 1.399999999999999911e+00, 2.095955830069344827e+00
3.314231724468518214e-01, 2.799999999999999017e-02, 6.290275826657688862e-02, 1.399999999999999911e+00, 2.172260364380927733e+00
3.450394792099817920e-01, 2.799999999999999017e-02, 6.595494909246403525e-02, 1.399999999999999911e+00, 2.276535875536843889e+00
3.632507721771745524e-01, 2.799999999999999017e-02, 6.815182481368450840e-02, 1.399999999999999911e+00, 2.413466350417201589e+00
3.861037224264486367e-01, 2.799999999999999017e-02, 6.917305212365271183e-02, 1.399999999999999911e+00, 2.584161237591246607e+00
4.128413004727614632e-01, 2.799999999999999017e-02, 6.881357600050615198e-02, 1.399999999999999911e+00, 2.783663390284290440e+00
4.417906449079586073e-01, 2.799999999999999017e-02, 6.715634544929738325e-02, 1.399999999999999911e+00, 3.000000000000000000e+00
4.706719517211775949e-01, 2.799999999999999017e-02, 6.458362899182616690e-02, 1.399999999999999911e+00, 3.216336609715709116e+00
4.972445306604976745e-01, 2.799999999999999017e-02, 6.161384967096147913e-02, 1.399999999999999911e+00, 3.415838762408752949e+00
5.199349456945568937e-01, 2.799999999999999017e-02, 5.870502895699571122e-02, 1.399999999999999911e+00, 3.586533649582798411e+00
5.381066565261654056e-01, 2.799999999999999017e-02, 5.615088945390742103e-02, 1.399999999999999911e+00, 3.723464124463156111e+00
5.519256733113545588e-01, 2.799999999999999017e-02, 5.407743739992040138e-02, 1.399999999999999911e+00, 3.827739635619072267e+00
5.620265149784502423e-01, 2.799999999999999017e-02, 5.248821618502827469e-02, 1.399999999999999911e+00, 3.904044169930655173e+00
5.691979749142910272e-01, 2.799999999999999017e-02, 5.132059968954003071e-02, 1.399999999999999911e+00, 3.958266880232111262e+00
5.741852654739790784e-01, 2.799999999999999017e-02, 5.048874181799009597e-02, 1.399999999999999911e+00, 4.000000000000000000e+00
5.612778982109686288e-01, 4.200000000000000261e-02, 5.073311272698514257e-02, 1.600000000000000089e+00, 0.000000000000000000e+00
5.566694342155797948e-01, 4.200000000000000261e-02, 4.991107689616197662e-02, 1.600000000000000089e+00, 4.173311976788848798e-02
5.500420907289141903e-01, 4.200000000000000261e-02, 4.875718412395763091e-02, 1.600000000000000089e+00, 9.595583006934514658e-02
5.407064787936872730e-01, 4.199999999999999567e-02, 4.718645731018203393e-02, 1.600000000000000089e+00, 1.722603643809275942e-01
5.279323493549963331e-01, 4.200000000000000261e-02, 4.513690887837981669e-02, 1.600000000000000089e+00, 2.765358755368439447e-01
5.111313153594020386e-01, 4.200000000000000955e-02, 4.261206955456021961e-02, 1.600000000000000089e+00, 4.134663504172014781e-01
4.901474052346770360e-01, 4.200000000000000261e-02, 3.973646104479536256e-02, 1.600000000000000089e+00, 5.841612375912467181e-01
4.655662288889466094e-01, 4.200000000000000261e-02, 3.680120202492609405e-02, 1.600000000000000089e+00, 7.836633902842906618e-01
4.388403771187219249e-01, 4.200000000000000261e-02, 3.426088544930191992e-02, 1.600000000000000089e+00, 1.000000000000000000e+00
4.120424048787015847e-01, 4.200000000000000261e-02, 3.263142273615939754e-02, 1.600000000000000089e+00, 1.216336609715709338e+00
3.872867560375807816e-01, 4.200000000000000261e-02, 3.229498151031132136e-02, 1.600000000000000089e+00, 1.415838762408753171e+00
3.661327569130433668e-01, 4.200000000000000261e-02, 3.333658707606265009e-02, 1.600000000000000089e+00, 1.586533649582798411e+00
3.492960116600397069e-01, 4.200000000000000261e-02, 3.555341739126968020e-02, 1.600000000000000089e+00, 1.723464124463156111e+00
3.367502748718101957e-01, 4.200000000000000261e-02, 3.862501783014674756e-02, 1.600000000000000089e+00, 1.827739635619072267e+00
3.280768605952492645e-01, 4.200000000000000261e-02, 4.230108123753072158e-02, 1.600000000000000089e+00, 1.904044169930654951e+00
3.229149454815009035e-01, 4.200000000000000261e-02, 4.646726018756294763e-02, 1.600000000000000089e+00, 1.958266880232111484e+00
3.212778982109685266e-01, 4.200000000000000261e-02, 5.073311272698514257e-02, 1.600000000000000089e+00, 2.000000000000000000e+00
3.229149454815007925e-01, 4.199999999999999567e-02, 5.499896526640726813e-02, 1.600000000000000089e+00, 2.041733119767888294e+00
3.280768605952492090e-01, 4.200000000000000261e-02, 5.916514421643952193e-02, 1.600000000000000089e+00, 2.095955830069344827e+00
3.367502748718101957e-01, 4.200000000000000261e-02, 6.284120762382354453e-02, 1.600000000000000089e+00, 2.172260364380927733e+00
3.492960116600395404e-01, 4.200000000000000261e-02, 6.591280806270059800e-02, 1.600000000000000089e+00, 2.276535875536843889e+00
3.661327569130432003e-01, 4.200000000000000261e-02, 6.812963837790761423e-02, 1.600000000000000089e+00, 2.413466350417201589e+00
3.872867560375807816e-01, 4.200000000000000261e-02, 6.917124394365896378e-02, 1.600000000000000089e+00, 2.584161237591246607e+00
4.120424048787014182e-01, 4.200000000000000261e-02, 6.883480271781086679e-02, 1.600000000000000089e+00, 2.783663390284290440e+00
4.388403771187218139e-01, 4.200000000000000261e-02, 6.720534000466836522e-02, 1.600000000000000089e+00, 3.000000000000000000e+00
4.655662288889464984e-01, 4.200000000000000261e-02, 6.466502342904420497e-02, 1.600000000000000089e+00, 3.216336609715709116e+00
4.901474052346770360e-01, 4.200000000000000261e-02, 6.172976440917493646e-02, 1.600000000000000089e+00, 3.415838762408752949e+00
5.111313153594019276e-01, 4.200000000000000261e-02, 5.885415589941007941e-02, 1.600000000000000089e+00, 3.586533649582798411e+00
5.279323493549961110e-01, 4.200000000000000261e-02, 5.632931657559049621e-02, 1.600000000000000089e+00, 3.723464124463156111e+00
5.407064787936870509e-01, 4.200000000000000261e-02, 5.427976814378825815e-02, 1.600000000000000089e+00, 3.827739635619072267e+00
5.500420907289140793e-01, 4.200000000000000261e-02, 5.270904133001266811e-02, 1.600000000000000089e+00, 3.904044169930655173e+00
5.566694342155801278e-01, 4.200000000000000261e-02, 5.155514855780829464e-02, 1.600000000000000089e+00, 3.958266880232111262e+00
5.612778982109686288e-01, 4.200000000000000261e-02, 5.073311272698514257e-02, 1.600000000000000089e+00, 4.000000000000000000e+00
5.483705309479580681e-01, 5.599999999999999423e-02, 5.097748363598018917e-02, 1.800000000000000044e+00, 0.000000000000000000e+00
5.441408935168686734e-01, 5.599999999999999423e-02, 5.016526984588379895e-02, 1.800000000000000044e+00, 4.173311976788848798e-02
5.380576664793778052e-01, 5.599999999999999423e-02, 4.902510079696333067e-02, 1.800000000000000044e+00, 9.595583006934514658e-02
5.294872842760197651e-01, 5.599999999999998729e-02, 4.747286838430427036e-02, 1.800000000000000044e+00, 1.722603643809275942e-01
5.177580421838271496e-01, 5.599999999999999423e-02, 4.544722357468683471e-02, 1.800000000000000044e+00, 2.765358755368439447e-01
5.023276850242470726e-01, 5.600000000000000810e-02, 4.295168443013595155e-02, 1.800000000000000044e+00, 4.134663504172014781e-01
4.830502798088563976e-01, 5.599999999999999423e-02, 4.010928812457199844e-02, 1.800000000000000044e+00, 5.841612375912467181e-01
4.604605060567156793e-01, 5.599999999999999423e-02, 3.720854940569815611e-02, 1.800000000000000044e+00, 7.836633902842906618e-01
4.358901093294852425e-01, 5.599999999999999423e-02, 3.470063271192103116e-02, 1.800000000000000044e+00, 1.000000000000000000e+00
4.112435092846415396e-01, 5.599999999999999423e-02, 3.309893783684476204e-02, 1.800000000000000044e+00, 1.216336609715709338e+00
3.884697896487129265e-01, 5.599999999999999423e-02, 3.278553150829514873e-02, 1.800000000000000044e+00, 1.415838762408753171e+00
3.690147416489119037e-01, 5.599999999999999423e-02, 3.384751532982964439e-02, 1.800000000000000044e+00, 1.586533649582798411e+00
3.535525441100973998e-01, 5.599999999999999423e-02, 3.608430023902321759e-02, 1.800000000000000044e+00, 1.723464124463156111e+00
3.420773772967685145e-01, 5.599999999999999423e-02, 3.917531029089019179e-02, 1.800000000000000044e+00, 1.827739635619072267e+00
3.342297568285285125e-01, 5.599999999999999423e-02, 4.286120315735079261e-02, 1.800000000000000044e+00, 1.904044169930654951e+00
3.297089528199926844e-01, 5.599999999999999423e-02, 4.697131894096366611e-02, 1.800000000000000044e+00, 1.958266880232111484e+00
3.283705309479580947e-01, 5.599999999999999423e-02, 5.097748363598018917e-02, 1.800000000000000044e+00, 2.000000000000000000e+00
3.297089528199925734e-01, 5.599999999999998729e-02, 5.498364833099666366e-02, 1.800000000000000044e+00, 2.041733119767888294e+00
3.342297568285285125e-01, 5.599999999999999423e-02, 5.909376411460955103e-02, 1.800000000000000044e+00, 2.095955830069344827e+00
3.420773772967684589e-01, 5.599999999999999423e-02, 6.277965698107018655e-02, 1.800000000000000044e+00, 2.172260364380927733e+00
3.535525441100972888e-01, 5.599999999999999423e-02, 6.587066703293714687e-02, 1.800000000000000044e+00, 2.276535875536843889e+00
3.690147416489117926e-01, 5.599999999999999423e-02, 6.810745194213070619e-02, 1.800000000000000044e+00, 2.413466350417201589e+00
3.884697896487129265e-01, 5.599999999999999423e-02, 6.916943576366522961e-02, 1.800000000000000044e+00, 2.584161237591246607e+00
4.112435092846413176e-01, 5.599999999999999423e-02, 6.885602943511559548e-02, 1.800000000000000044e+00, 2.783663390284290440e+00
4.358901093294851870e-01, 5.599999999999999423e-02, 6.725433456003936106e-02, 1.800000000000000044e+00, 3.000000000000000000e+00
4.604605060567155128e-01, 5.599999999999999423e-02, 6.474641786626222917e-02, 1.800000000000000044e+00, 3.216336609715709116e+00
4.830502798088563976e-01, 5.599999999999999423e-02, 6.184567914738840072e-02, 1.800000000000000044e+00, 3.415838762408752949e+00
5.023276850242469616e-01, 5.599999999999999423e-02, 5.900328284182444066e-02, 1.800000000000000044e+00, 3.586533649582798411e+00
5.177580421838269276e-01, 5.599999999999999423e-02, 5.650774369727357138e-02, 1.800000000000000044e+00, 3.723464124463156111e+00
5.294872842760196541e-01, 5.599999999999999423e-02, 5.448209888765612186e-02, 1.800000000000000044e+00, 3.827739635619072267e+00
5.380576664793778052e-01, 5.599999999999999423e-02, 5.292986647499705460e-02, 1.800000000000000044e+00, 3.904044169930655173e+00
5.441408935168693395e-01, 5.599999999999999423e-02, 5.178969742607655857e-02, 1.800000000000000044e+00, 3.958266880232111262e+00
5.483705309479580681e-01, 5.599999999999999423e-02, 5.097748363598018917e-02, 1.800000000000000044e+00, 4.000000000000000000e+00
5.354631636849476184e-01, 6.999999999999999278e-02, 5.122185454497523577e-02, 2.000000000000000000e+00, 0.000000000000000000e+00
5.316123528181575519e-01, 6.999999999999999278e-02, 5.041946279560562127e-02, 2.000000000000000000e+00, 4.173311976788848798e-02
5.260732422298413091e-01, 6.999999999999999278e-02, 4.929301746996903738e-02, 2.000000000000000000e+00, 9.595583006934514658e-02
5.182680897583522572e-01, 6.999999999999997891e-02, 4.775927945842650679e-02, 2.000000000000000000e+00, 1.722603643809275942e-01
5.075837350126579661e-01, 6.999999999999999278e-02, 4.575753827099385274e-02, 2.000000000000000000e+00, 2.765358755368439447e-01
4.935240546890921065e-01, 7.000000000000000666e-02, 4.329129930571168350e-02, 2.000000000000000000e+00, 4.134663504172014781e-01
4.759531543830357592e-01, 6.999999999999999278e-02, 4.048211520434863431e-02, 2.000000000000000000e+00, 5.841612375912467181e-01
4.553547832244846938e-01, 6.999999999999999278e-02, 3.761589678647021817e-02, 2.000000000000000000e+00, 7.836633902842906618e-01
4.329398415402485600e-01, 6.999999999999999278e-02, 3.514037997454013545e-02, 2.000000000000000000e+00, 1.000000000000000000e+00
4.104446136905814391e-01, 6.999999999999999278e-02, 3.356645293753013348e-02, 2.000000000000000000e+00, 1.216336609715709338e+00
3.896528232598450714e-01, 6.999999999999999278e-02, 3.327608150627898304e-02, 2.000000000000000000e+00, 1.415838762408753171e+00
3.718967263847804960e-01, 6.999999999999999278e-02, 3.435844358359663869e-02, 2.000000000000000000e+00, 1.586533649582798411e+00
3.578090765601551482e-01, 6.999999999999999278e-02, 3.661518308677675498e-02, 2.000000000000000000e+00, 1.723464124463156111e+00
3.474044797217268332e-01, 6.999999999999999278e-02, 3.972560275163362908e-02, 2.000000000000000000e+00, 1.827739635619072267e+00
3.403826530618077606e-01, 6.999999999999999278e-02, 4.342132507717086365e-02, 2.000000000000000000e+00, 1.904044169930654951e+00
3.365029601584845209e-01, 6.999999999999999278e-02, 4.747537769436438460e-02, 2.000000000000000000e+00, 1.958266880232111484e+00
3.354631636849476073e-01, 6.999999999999999278e-02, 5.122185454497523577e-02, 2.000000000000000000e+00, 2.000000000000000000e+00
3.365029601584844099e-01, 6.999999999999997891e-02, 5.496833139558607306e-02, 2.000000000000000000e+00, 2.041733119767888294e+00
3.403826530618077606e-01, 6.999999999999999278e-02, 5.902238401277959401e-02, 2.000000000000000000e+00, 2.095955830069344827e+00
3.474044797217268332e-01, 6.999999999999999278e-02, 6.271810633831684245e-02, 2.000000000000000000e+00, 2.172260364380927733e+00
3.578090765601550371e-01, 6.999999999999999278e-02, 6.582852600317370961e-02, 2.000000000000000000e+00, 2.276535875536843889e+00
3.718967263847803850e-01, 6.999999999999999278e-02, 6.808526550635379815e-02, 2.000000000000000000e+00, 2.413466350417201589e+00
3.896528232598450714e-01, 6.999999999999999278e-02, 6.916762758367148156e-02, 2.000000000000000000e+00, 2.584161237591246607e+00
4.104446136905812725e-01, 6.999999999999999278e-02, 6.887725615242032418e-02, 2.000000000000000000e+00, 2.783663390284290440e+00
4.329398415402484490e-01, 6.999999999999999278e-02, 6.730332911541034302e-02, 2.000000000000000000e+00, 3.000000000000000000e+00
4.553547832244845273e-01, 6.999999999999999278e-02, 6.482781230348026724e-02, 2.000000000000000000e+00, 3.216336609715709116e+00
4.759531543830357592e-01, 6.999999999999999278e-02, 6.196159388560185804e-02, 2.000000000000000000e+00, 3.415838762408752949e+00
4.935240546890919400e-01, 6.999999999999999278e-02, 5.915240978423880192e-02, 2.000000000000000000e+00, 3.586533649582798411e+00
5.075837350126576331e-01, 6.999999999999999278e-02, 5.668617081895665349e-02, 2.000000000000000000e+00, 3.723464124463156111e+00
5.182680897583522572e-01, 6.999999999999999278e-02, 5.468442963152397862e-02, 2.000000000000000000e+00, 3.827739635619072267e+00
5.260732422298415312e-01, 6.999999999999999278e-02, 5.315069161998144109e-02, 2.000000000000000000e+00, 3.904044169930655173e+00
5.316123528181584401e-01, 6.999999999999999278e-02, 5.202424629434482251e-02, 2.000000000000000000e+00, 3.958266880232111262e+00
5.354631636849476184e-01, 6.999999999999999278e-02, 5.122185454497523577e-02, 2.000000000000000000e+00, 4.000000000000000000e+00
5.294631636849476131e-01, 1.960000000000001186e-01, 5.342119272593065515e-02, 2.200000000000000178e+00, 0.000000000000000000e+00
5.257702525035652386e-01, 1.960000000000001186e-01, 5.269421646583315882e-02, 2.200000000000000178e+00, 4.173311976788848798e-02
5.204587476649389366e-01, 1.960000000000001186e-01, 5.167368103684464448e-02, 2.200000000000000178e+00, 9.595583006934514658e-02
5.129752059666282671e-01, 1.960000000000000908e-01, 5.028425064454580817e-02, 2.200000000000000178e+00, 1.722603643809275942e-01
5.027326742724559372e-01, 1.960000000000001186e-01, 4.847097903060337137e-02, 2.200000000000000178e+00, 2.765358755368439447e-01
4.892569735792135499e-01, 1.960000000000001186e-01, 4.623702939803949613e-02, 2.200000000000000178e+00, 4.134663504172014781e-01
4.724197792633980653e-01, 1.960000000000001186e-01, 4.369251552276863515e-02, 2.200000000000000178e+00, 5.841612375912467181e-01
